ID,Author,average_rate,first_genre
7083,Matt Chandler,,
7084,Marilyn Frye,,
7085,Sarah Lucia Hoagland,,
7086,Andrea Dworkin,,
7087,Hannah Harrington,,
7088,Samuel Johnson,,
7089,David Dalrymple,,
7090,Chris Kuzneski,,
7091,Torgny Lindgren,,
7092,Gregory  Murphy,,
7093,Aaron Gustafson,,
7094,Jeremy Keith,,
7095,Molly Holzschlag,,
7096,Jeffrey Zeldman,,
7097,Slavenka Drakulić,,
7098,Megan Derr,,
7099,Rebecca Phillips,,
7100,Cat Johnson,,
7101,Alison Kent,,
7102,Michael Siemsen,,
7103,Simon Toyne,,
7104,Elizabeth Ashley,,
7105,Margaret Ann Lembo,,
7106,Scott Cunningham,,
7107,Valerie Ann Worwood,,
7108,Salvatore Battaglia,,
7109,Candace B. Pert,,
7110,Steven A. McKay,,
7111,Ben Kane,,
7112,Robert Low,,
7113,Doug Jackson,,
7114,Greg Hamerton,,
7115,Amy Sumida,,
7116,John R. Phythyon Jr.,,
7117,George Gordon Byron,,
7118,Rachel Howzell Hall,,
7119,Board of Education of the City of Los Angeles,,
7120,Joe Simpson,,
7121,Rosalind  James,,
7122,Misha Crews,,
7123,Suzanna Kearsley,,
7124,Edward F. Edinger,,
7125,June K. Singer,,
7126,Karleen Koen,,
7127,Winston Graham,,
7128,Ernst Mach,,
7129,Martin Luther,,
7130,Friedrich Schelling,,
7131,Georg Hegel,,
7132,Georg Trakl,,
7133,John Maynard Keynes,,
7134,Mina Khan,3.07,fiction
7135,Rebecca Zanetti,,
7136,Cynthia Eden,,
7137,Marjorie M. Liu,,
7138,B.A. Goodjohn,,
7139,Alice Chetwynd Ley,,
7140,Graeme Macrae Burnet,,
7141,Anna Dean,,
7142,Jordyn Redwood,,
7143,Linwood Barclay,,
7144,Christopher Krovatin,,
7145,Mike Mignola,,
7146,Mandy M. Roth,,
7147,J.C. Emery,,
7148,Chloe Neill,,
7149,Amelia Hutchins,,
7151,Kelly Roman,,
7152,Giorgio de Chirico,,
7153,Francis Bacon,,
7154,Kelly McClymer,,
7155,Leonardo Padura,,
7156,Mario Vargas Llosa,,
7157,Jorge Volpi,3.92,fantasy
7158,Nicanor Parra,,
7159,Carlos Fuentes,,
7160,Sergio Pitol,,
7161,Santiago Roncagliolo,,
7162,Antonio Tabucchi,,
7163,Sherrill Willis,,
7164,Lori G. Armstrong,,
7165,Roisin Meaney,3.6,contemporary
7166,Lori Majewski,,
7167,Jennie Fields,,
7168,Sue Miller,,
7169,Nancy Richardson Fischer,,
7170,JenniferNiven,,
7171,Aaron Rosenberg,,
7173,Katy Towell,,
7174,Erwin Schrödinger,,
7175,Harold Jeffreys,,
7176,Giovanni Battista Riccioli,,
7177,Johannes Kepler,,
7178,Robert Boyle,,
7179,Henry More,,
7180,Michael Maier,,
7181,Robert Hooke,,
7182,Galileo Galilei,3.82,fiction
7183,Alfred Whitehead,,
7184,Emmy Noether,,
7185,Percy Williams Bridgman,,
7186,James C. Maxwell,,
7187,Edmond Halley,,
7188,Bernhard Riemann,,
7189,Michael  McClung,,
7190,Jesse Tevelow,,
7191,Leo Babauta,,
7192,James Altucher,,
7193,Taylor Pearson,,
7194,Farah Oomerbhoy,,
7195,Anne    Eliot,,
7196,Marni Bates,,
7197,Julie Andrews Edwards,,
7198,Barbara Taylor Sissel,,
7199,Maya Cross,,
7200,Raine Miller,,
7201,Suzy K. Quinn,,
7202,Sandra Edwards,4.52,fantasy
7203,Anna   Schmidt,3.89,comedy
7204,Catharine A. MacKinnon,,
7205,Carol Snow,,
7206,Cathleen Schine,,
7207,Thomas Dyja,,
7208,Lytton Strachey,,
7209,Carl Sandburg,,
7210,William Robertson Smith,,
7211,Touré,,
7212,Maulana Karenga,,
7213,Molefi Asante,,
7214,Taiye Selasi,,
7215,Arundhati Roy,,
7216,Stuart Hill,,
7217,Margaret Abbey,,
7218,Michael    Gross,,
7219,Dominick Dunne,,
7220,Gay Talese,,
7221,Milton Gross,,
7222,Spalding Gray,,
7223,Ernest Becker,,
7224,Christopher Stasheff,,
7225,Rich Shapero,,
7226,Knut Hamsun,,
7227,Miranda Hart,,
7228,Eric Morecambe,,
7229,James Ballard,4.13,fiction
7230,Melissa Buell,,
7231,Patricia Hickman,,
7232,Dan Kimball,,
7233,Rick McKinley,,
7234,Scot McKnight,,
7235,Dave Gibbons,,
7236,Erwin Raphael McManus,,
7237,Swami Satchidananda,,
7238,Russell Baker,,
7239,Bob Hope,,
7240,Billy Wilder,,
7241,Kathy McCullough,,
7242,E. Lockhart,,
7243,Dyan Sheldon,,
7244,Louise Rennison,,
7245,M.E. Kerr,,
7246,Guillaume Apollinaire,,
7247,Anatole France,,
7248,مصطفی چمران,,
7249,امام موسی صدر,,
7250,Sarah Palin,,
7251,Douglas T. Kenrick,,
7252,Mitchell Waldrop,,
7253,Fritjof Capra,,
7254,Michael Talbot,,
7255,Stanislav Grof,,
7256,Erasmus,,
7257,Thomas Linacre,,
7258,Thomas More,,
7259,John Colet,4.03,fiction
7260,Pope Leo X,,
7261,Gottfried Wilhelm Leibniz,,
7262,Francisco Suárez,,
7263,Nicholas of Cusa,,
7264,Walter Kaufmann,,
7265,Blaise Pascal,,
7266,Hans-Georg Gadamer,,
7267,Dorothy Ours,,
7268,Nick Trout,,
7269,Doug Naylor,,
7270,Spike Milligan,,
7271,Peter Cook,,
7272,John King,,
7273,Alan Sillitoe,,
7274,J.B. Morton,,
7275,Ernst Jünger,,
7276,Boualem Sansal,,
7277,Rachid Mimouni,,
7278,Redfern Jon Barrett,,
7279,Tessa Afshar,,
7280,Amy Carmichael,,
7281,Gürhan Öztürk,,
7282,Sefryana Khairil,,
7283,Asma Nadia,,
7284,Fahd Pahdepie,,
7285,Annemarie Schimmel,,
7286,Lao Tzu,,
7287,Confucius,,
7288,David R. Gillham,,
7289,Matt Rees,,
7290,Candace Schuler,,
7291,Elswyth Thane,,
7292,FAIRY TALES,,
7293,James Branch Cabell,,
7294,Jeffery Farnol,,
7295,Naomi Kramer,,
7296,Katharine Kerr,,
7297,Sidney Morgenbesser,,
7298,John Stuart Mill,,
7299,John Locke,,
7300,Vladimir Sorokin,,
7301,Gogol,,
7302,Yevgeny Zamyatin,,
7303,Faleena Hopkins,,
7304,Miguel Ángel Asturias,,
7305,Francisco de Quevedo,,
7306,Luis Cardoza,,
7307,José Mauro de Vasconcelos,,
7308,Popol Vuh,,
7309,Andrei Bely,,
7310,Alexander Blok,,
7311,Peter Milligan,,
7312,Alexandra Day,,
7313,Andrzej Stasiuk,,
7314,Zygmunt Haupt,,
7315,Marek Hłasko,,
7316,Daniel Pembrey,,
7317,Kate Riordan,,
7318,Mark Pryor,,
7319,Eric Ambler,,
7320,Diana Jackson,,
7321,The World's Great Classics,,
7322,Siegfried Lenz,,
7323,François de La Rochefoucauld,,
7324,Robert Southey,,
7325,Adam Mickiewicz,,
7326,Alfred de Musset,,
7327,Anton Szandor LaVey,,
7328,Ragnar Redbeard,,
7329,Kelly McGonigal,,
7330,Pema Chodron,,
7331,Robert M. Sapolsky,,
7332,Catherine Gilbert Murdock,,
7333,Sibel Hodge,,
7334,Catherine Alliott,,
7335,Anne Charnock,,
7336,Maggie Gee,,
7337,J G Ballard,,
7338,Tom McCarthy,,
7339,Rachel Cusk,,
7340,J.A. Howell,,
7341,Dan Moren,,
7342,Alex Grecian,,
7343,Eduardo Mendoza,,
7344,Valle-Inclán,,
7345,Julio Llamazares,,
7346,Lars Gustafsson,,
7347,Carmen Martín Gaite,,
7348,Eça de Queirós,,
7349,Italo Svevo,,
7350,Natalia Ginzburg,,
7351,José Zorrilla,,
7352,Kurt Cobain,,
7353,Evel Knievel,,
7354,Jim Morrison,,
7355,Elizabeth Lunday,,
7356,Jonathan Lopez,,
7357,Sue Roe,,
7358,Ross King,,
7359,Marc Maron,,
7360,Omar Khayyám,,
7361,Geoff Dyer,,
7362,John Berger,,
7363,Joseph Fielding McConkie,,
7364,Bruce R. McConkie,,
7365,Sarah Burleton,,
7366,Dave Pelzer,,
7367,Michael Jordan,,
7368,Mark Sumner,,
7369,Ruth Ann Nordin,,
7370,Carolyn Davidson,,
7371,Patrick McCabe,,
7372,Sherry Argov,,
7374,Ari Berk,,
7376,N. Scott Momaday,,
7377,William Godwin,,
7378,Sheng-Shih Lin,,
7379,Eileen Chang,,
7380,Athol Dickson,,
7381,Ross Thomas,,
7382,Chris Thrall,,
7384,Joleene Naylor,,
7385,Darrin Patrick,,
7386,Mark Driscoll,,
7387,Bede Griffiths,,
7388,William J. Bennett,,
7389,Chris Grabenstein,,
7390,Karina Halle,,
7391,Mike Patton,,
7392,José Ortega y Gasset,,
7393,Wilhelm Dilthey,,
7394,"Garret Weyr, also Freymann-Weyr",,
7395,P.L. Travers,,
7396,Laurence Anholt,3.5,poetry
7397,Mrs. Oliphant,,
7398,Frederick Charles Copleston,,
7399,Aquinas,,
7400,Natalie R. Collins,,
7401,Liz Crowe,,
7403,Audrey Harte,,
7404,Dawn Sutherland,,
7405,Maggie Shayne,,
7406,Karen Robards,,
7407,Silver RavenWolf,,
7408,Ayfer Tunç,,
7409,Max Frisch,,
7410,Leylâ Erbil,,
7411,Edip Cansever,,
7412,Ahmet Hamdi Tanpınar,,
7413,Latife Tekin,,
7414,Nâzım Hikmet Ran,,
7415,Vladimir Mayakovsky,,
7416,Stephanie Powell Watts,,
7417,Antonio Del Drago,,
7418,Aurora Rose Reynolds,,
7419,Lynda Chance,,
7420,Suzanne Wright,,
7421,Skyla Madi,,
7422,John Marsden,4.13,philosophy
7423,J.A. Huss,,
7424,Leo Strauss,,
7425,Al-Farabi,,
7426,Spinoza,,
7427,Locke,,
7428,Hobbes,,
7429,Rousseau,,
7430,Machiavelli,,
7431,Kojeve,,
7432,Husserl,,
7433,Cassirer,,
7434,Heidegger,,
7435,Jim Devitt,,
7436,Larry Brooks,,
7437,Vicki Pettersson,,
7438,Kathy Acker,,
7439,United States Attorney General's Commission on Pornography,3.75,philosophy
7440,David Antin,,
7441,Michelle Richmond,,
7442,Blake Charlton,,
7443,Daniel Abraham,,
7444,John Gardner,,
7445,Linda Rawlins,,
7446,Mary Jane Clark,,
7447,Benedict Wells,,
7448,Harry Mulisch,,
7449,Stephan Enter,,
7450,Brian Thacker,,
7451,Dane Sanders,,
7452,Ira Glass,,
7453,Dallas Willard,,
7454,Michel Danino,,
7455,Sri Aurobindo,,
7456,Nora Raleigh Baskin,,
7458,Luís de Camões,,
7459,Sá de Miranda,,
7460,Ludovico Ariosto,,
7461,Francesco Petrarca,,
7462,Virgil,,
7463,Michael Hastings,,
7464,Robert Capa,,
7465,Neil Sheehan,,
7466,David Halberstam,,
7467,Mikhail Bakhtin,,
7468,Pavel Nikolaevich Medvedev,,
7469,Valentin Voloshinov,,
7470,Tadeusz Stefan Zieliński,,
7471,Mariana Mazzucato,,
7472,Joseph Alois Schumpeter,,
7473,William Lazonick,,
7474,Carlota Pérez,,
7475,Clotaire Rapaille,,
7476,Konrad Lorenz,,
7477,Steven A. Roman,,
7478,Dani Smith,,
7479,John Ajvide Lindqvist,,
7480,Gerald Morris,,
7481,Thomas Malory,,
7482,Chrétien de Troyes,,
7483,طارق السويدان,,
7484,حسن البنا,,
7485,Ben S. Dobson,,
7486,Derek McCormack,,
7487,Maison Martin Margiela,,
7488,Dennis Cooper,,
7489,Todd McCaffrey,,
7490,Manuel DeLanda,,
7491,Erving Goffman,,
7492,Max Weber,,
7493,Anthony Giddens,,
7494,Ilya Prigogine,,
7495,Jane Jacobs,,
7496,Giles Deleuze,,
7497,Marcel Mauss,,
7498,Norbert Wiener,,
7499,Yasunari Kawabata,,
7500,Danilo Kiš,,
7501,Lautréamont,,
7502,Amos Oz,,
7503,Berdichevsky,,
7504,Yosef Haim Brenner,,
7505,Anton Chekov,,
7506,Leon Tolstoy,,
7507,Shmuel Agnon,,
7508,Elias Canetti,,
7509,Karl Kraus,,
7510,Marie-Louise Von Motesiczky,,
7511,Radwa Ashour,,
7512,تميم البرغوثي,,
7513,Mourid Barghouti,3.93,comedy
7514,Moemoe Rizal,,
7515,Fujiko F. Fujio,,
7516,Osamu Tetsuka,,
7517,William H. Gass,,
7518,Machado de Assís,,
7519,Heinrich von Kleist,,
7520,Julie Kramer,,
7521,Linda Fairstein,3.33,contemporary
7522,Jim Bernheimer,,
7523,C.T. Westcott,,
7524,J.R.R Tolkien,,
7525,Ashton Applewhite,,
7526,Carolyn G. Heilbrun,,
7527,Marc Freedman,,
7528,Wendy Lustbader,,
7529,Anne Karpf,,
7530,Laura L. Carstensen,,
7531,Robert N.Butler,,
7532,Atul Gawande,,
7533,Marc Agronin,,
7534,Margaret Cruikshank,,
7535,Barbara MacDonald,,
7536,Cynthia Rich,,
7537,Margaret Morganroth Gullette,,
7538,Stephanie Coontz,,
7539,Novalis,,
7540,Francis Ponge,,
7541,Andy Warhol,,
7542,Stéphane Mallarmé,,
7543,Alain Robbe-Grillet,,
7544,Henry Ford,,
7545,Thomas Newcomen,,
7546,Luther Burbank,,
7547,Victoria Lamb,,
7548,Jean Plaidy,,
7549,Freya North,,
7550,Rose Tremain,4.01,fiction
7551,Cloyd Steiger,,
7553,Kathryn R. Biel,,
7554,Angela Thirkell,,
7555,Alan Paul,,
7556,Robert Palmer,,
7557,Jodi Taylor,,
7558,Marshall McLuhan,,
7559,Peter   Marshall,,
7560,Jason Mott,,
7561,William Golding,,
7562,Montaigne,,
7563,Rabelais,,
7564,Vanessa Booke,,
7565,Anna Campbell,,
7566,Loretta Chase,,
7567,Liz Carlyle,3.73,biographies
7568,Amy Garvey,,
7569,John Neufeld,,
7570,Carolyn Jess-Cooke,,
7571,Galway Kinnell,,
7572,John Banville,,
7573,Tatjana Soli,,
7574,Jennifer Iacopelli,,
7575,Leigh Talbert Moore,,
7576,Deb Caletti,,
7577,Amy Valenti,,
7578,Marianne de Pierres,,
7579,Stacy Pershall,,
7580,Richard Powers,,
7581,Jason  Parent,,
7582,Alexandra Monir,,
7583,Frank Freudberg,,
7585,Michael Hiebert,,
7586,Jack   Jordan,,
7587,Mo Hayder,,
7588,MargaretAtwood,,
7589,Jeff      Miller,,
7590,Greg Iles,3.58,ebooks
7591,Sarah   Newton,,
7592,Olaf Stapledon,,
7593,Keith Giffen,,
7594,Jose Munoz,,
7595,Emma Tennant,,
7596,James Hogg,,
7597,Elfriede Jelinek,,
7598,Marlen Haushofer,,
7599,Ingeborg Bachmann,,
7600,Albert Sánchez Piñol,,
7601,Luís Vaz de Camões,,
7602,Eugenio Montale,,
7603,François Villon,,
7604,Christopher Smart,,
7605,Elizabeth Barrett Browning,,
7606,Percy Shelley,,
7607,Your Mom,,
7608,Stylo Fantome,,
7609,CJ Roberts,,
7610,Alex Garland,,
7611,Lucy V. Morgan,,
7612,Andrea  Smith,,
7613,Ben Loory,,
7614,Aesop,,
7615,محمد المختار الشنقيطي,,
7616,مالك بن نبي,,
7617,إسماعيل راجي الفاروقي,,
7618,Jennifer Blackstream,,
7619,Victoria Danann,,
7620,Reyna Grande,,
7621,Kenzaburō Ōe,,
7622,Lu Xun,,
7623,William  Wright,,
7624,Richard Bach 16904,,
7625,Jeffrey Deaver 1612,,
7626,Lincoln Child 11091,,
7627,Douglas Preston 12577,,
7628,Rick Atkinson 38662,,
7629,Terry Brooks 9629,,
7630,Robert B. Parker 397,,
7631,Muhammed Zafar Iqbal,,
7632,Satyajit Ray,,
7633,John Ford,,
7634,Vittorio De Sica,,
7635,Tan Twan Eng,,
7636,Vikram Seth,,
7637,Jesse Blackadder,,
7639,Hans Fallada,,
7640,Kristina Riggle,,
7641,Franz Oppenheimer,,
7642,William Graham Sumner,,
7643,Frank Chodorov,,
7644,Harry Elmer Barnes,,
7645,Lysander Spooner,,
7646,Jean-Baptiste Say,,
7647,Dawn Martens,,
7648,Stina Leicht,3.9,mystery
7649,Jeff Salyards,,
7650,Glen Cook,,
7651,Edward W. Robertson,,
7652,Richard Lee Byers,,
7653,Karl Edward Wagner,,
7654,Poul Anderson,,
7655,Sydney Logan,,
7656,Sharla Lovelace,,
7657,Lisa De Jong,,
7658,Mercè Rodoreda,,
7659,Joaquim Ruyra,,
7660,Armand Obiols,,
7661,Víctor Català,,
7662,Kimberly Loth,,
7663,Clare Dunkle,,
7664,Robert Stanek,,
7665,Anthony M. Esolen,,
7666,Dante_Alighieri,,
7667,A.M. Hodgson,,
7668,Marissa Meyers,,
7669,Hanna Jameson,,
7670,David Peace,,
7671,Lisa A. Nichols,,
7672,Ellen Weiss,,
7673,Carolyn Turgeon,,
7674,Thomas de Quincey,4.25,non fiction
7675,Jean Paul Friedrich Richter,,
7676,Jeremy Taylor,3.93,fantasy
7677,Thomas Traherne,,
7678,John Donne,,
7679,Coleridge,,
7680,Thomas Browne,,
7681,George Novack,,
7682,Anne Tenino,,
7683,Laney Cairo,,
7684,Kimberly Steele,,
7685,Remittance Girl,,
7686,Elizabeth May,,
7687,Jeannine Hall Gailey,,
7688,Dana Levin,,
7689,Joshua Graham,,
7690,Kristi Ahlers,,
7691,Laura Lee Guhrke,,
7692,Shana Galen,,
7693,Glenn Wood,,
7694,Sherri Browning Erwin,,
7695,Gary C. King,,
7696,Susan McCorkindale,,
7697,Ariana Godoy,,
7699,Alejo Carpentier,,
7700,Ponson du Terrail,,
7701,Miguel Angel Asturias,,
7702,Mario Bellatin,,
7703,Joseph Beuys,,
7704,Marcel Duchamp,,
7705,Salvador Elizondo,,
7706,India Edghill,,
7707,Madison Johns,,
7708,Bonnie Blythe,,
7709,Carla Capshaw,,
7710,Diane Moody,,
7711,ابن كثير,,
7712,ابن قيم الجوزية,,
7713,ابن تيمية,,
7714,Bernie Sanders,,
7715,Eugene V. Debs,,
7716,Steve Martin,,
7717,Carter Goodrich,,
7718,Lane Smith,,
7719,Mark Steensland,,
7720,K.J. Taylor,,
7721,D.M. Andrews,,
7722,Kenneth C. Flint,,
7723,Tomson Highway,,
7724,Michel Tremblay,,
7725,Christina Bauer,,
7726,CG Jung,,
7727,Edith Hamilton,,
7728,Ednah Walters,,
7729,Janet Daily,,
7730,Edward Stratemeyer,,
7731,Bohumil Hrabal,,
7732,Giuseppe Ungaretti,3.91,fantasy
7733,Ladislav Klíma,,
7734,Cidney Swanson,,
7735,Martin Chemnitz,,
7736,Matthew P. McDiarmid,,
7737,Eris Adderly,,
7738,Akiyo Satorigi,,
7739,Yana Toboso,,
7740,Max Blumenthal,,
7741,Arnon Soffer-ארנון סופר,,
7742,Jessica Brody,,
7743,Alyson Noel,,
7744,David Frost,,
7745,José Luís Peixoto,,
7746,Fernando Pessoa,,
7747,Jun'ichirō Tanizaki,,
7748,Kōbō Abe,,
7749,Arthur Miller,,
7750,Robin Lee Hatcher,,
7751,Angela Elwell Hunt,,
7752,George Chapman,,
7753,Steve  Dalton,,
7754,Dan Heath Chip Heath,,
7755,Vergílio Ferreira,,
7756,Raul Brandão,,
7757,André Malraux,,
7758,Camilo Castelo Branco,,
7759,Fernão Mendes Pinto,,
7760,Manuel Maria Barbosa du Bocage,,
7761,François-René de Chateaubriand,,
7762,Don Roff,3.71,fiction
7763,Sarah Monette,,
7764,Joan D. Vinge,,
7765,Peter Beagle,,
7766,M.R. James,,
7767,David Zindell,,
7768,A.E. Van Vogt,,
7769,Patrick E. McLean,,
7770,H.L. Mencken,,
7771,Kate Avelynn,,
7772,Barry Lyga,,
7773,Elizabeth Scott,,
7774,Jennifer Echols,,
7775,Paige Harbison,,
7776,Judith O'Brien,,
7777,Beth Harbison,,
7778,Nicci French,,
7779,Liane Moriarity,,
7780,Jenny Lawson,,
7781,Jonathan Emmett,,
7782,Crockett Johnson,,
7783,Bill Thomson,,
7784,Murray Tinkelman,,
7785,Maxfield Parrish,3.98,fantasy
7786,Norman Rockwell,,
7787,James Islington,,
7788,Adolfo Bioy Casares,,
7789,Stuart Mill,,
7790,Apollinaire,,
7791,Benjamin Constant,,
7792,Kipling,,
7793,Robert L. Stevenson,,
7794,Ken  Wheaton,,
7795,R. Buckminster Fuller,,
7796,Shoji Sadao,,
7797,Isamu Noguchi,,
7798,Nick Cohen,,
7799,Paul Berman,,
7800,Ron Paul,,
7801,Jonathan Littell,,
7802,Maurice Blanchot,,
7803,Claude Lanzmann,,
7804,B.R. Ambedkar,,
7805,Dharmananda Damodar Kosambi,,
7806,Brian  Wood,,
7807,Dave Armstrong,,
7808,Hilaire Belloc,,
7809,Taylor R. Marshall,,
7810,Mark P. Shea,,
7811,Benjamin Wiker,,
7812,G. K. Chesterton,,
7813,Belloc,,
7814,Eric Voegelin,,
7815,Karl Keating,,
7816,Arnold Lunn,,
7817,Herbert Thurston,,
7818,Ronald Knox,,
7819,Thomas E. Woods Jr.,,
7820,Hans-Hermann Hoppe,,
7821,Charlotte Joko Beck,,
7822,Hakuyu Taizan Maezumi,,
7823,Robin Craig Clark,,
7824,Radwa Ahour,,
7825,John Neville Keynes,3.71,translation
7826,Piero Sraffa,,
7827,Knut Wicksell,,
7828,Nicholas Johannsen,,
7829,Alfred Marshall,3.87,biographies
7830,Thomas Malthus,,
7831,Jeremy Bentham,,
7832,Kate Toon,,
7833,Robert Westall,,
7834,Alan Ayckbourn,,
7835,Pam Ayres,,
7836,Jaime Gil de Biedma,,
7837,Stijn Streuvels,,
7838,Émile Zola,,
7839,Marcus Richardson,,
7840,Joshua Guess,,
7841,Paul R. Mudgett,,
7842,Brad Meltzer,,
7843,Jeffrey Deaver,,
7844,Philippa Foot,,
7845,Richard Mervyn Hare,,
7846,Alfred Jules Ayer,4.1,fiction
7847,Geri Glenn,,
7848,Stephen_King,,
7849,Jasinda_Wilder,,
7850,Tillie_Cole,,
7851,Sara Hubbard,,
7852,Vivian Wood,,
7853,J R Ward,,
7854,Reynold Alleyne Nicholson,,
7855,Jalaluddin Mevlana Rumi,3.59,fiction
7856,Elena Passarello,4.2,business
7857,Eliezer Yudkowsky,,
7858,Vasily Mahanenko,,
7860,Tawdra Kandle,,
7861,Catherine Marshall,,
7862,J.T. Holden,,
7863,Peter Hedges,,
7864,Michael J. Scott,,
7865,Rachel Heng,,
7866,Diane Cook,,
7867,Eugene T. Gendlin,,
7868,Carl R. Rogers,,
7869,J.S.Monroe,,
7870,John Le Carré,,
7871,Tracy   Goodwin,,
7872,Shannon Huffman Polson,,
7874,Martin Scorsese,,
7875,Brian De Palma,,
7876,Sergio Leone,,
7877,Daniel Kraus,,
7878,Kathy Bennett,,
7879,Pierre-Joseph Proudhon,,
7880,John Calvin,,
7881,Denis Diderot,,
7882,Jean le Rond d'Alembert,,
7883,André-Marie Ampère,,
7884,U.G. Krishnamurti,,
7885,Machen,,
7886,Poe,,
7887,Lovecraft,,
7888,Cioran,,
7889,Schulz,,
7890,Julius Evola,,
7891,René Guénon,,
7892,Maine de Biran,,
7893,Félix Ravaisson-Mollien,,
7894,Fredric Jameson,,
7895,Jen Naumann,,
7896,Isaac Marion,,
7897,Kendare Blake,,
7898,Rob Thomas,,
7899,Kenya Wright,,
7900,Layla Stevens,,
7902,Holly Hood,,
7903,Jim Carroll,,
7904,Michelle Madow,,
7905,Kristin Cast,,
7906,Antonio Muñoz Molina,,
7907,Manuel Chaves Nogales,,
7908,Faulkner,,
7909,Arturo Barea,,
7910,Max Aub,,
7911,Edmund Dulac,,
7912,Chuck Jones,,
7913,Arthur Rackham,,
7914,Ceinwen Langley,,
7915,Isobelle Carmody,,
7916,Victor Methos,,
7917,D.A. Adams,,
7918,Harry Crews,,
7919,Patti Lacy,,
7920,Lynn Austin,,
7921,Luke Romyn,,
7922,J. Lloyd Morgan,,
7923,Tristi Pinkston,,
7924,Greg Keyes,,
7925,R.P. Dahlke,,
7926,John D. Lukacs,,
7927,Robert Leckie,,
7928,Douglas Southall Freeman,,
7929,Samuel Eliot Morison,,
7930,Antoine de Saint Exupery,,
7931,Bill Moyers,,
7932,youtube downloader,,
7933,Amanda Marrone,,
7934,Nadeem Aslam,,
7935,Wisława Szymborska,,
7936,Czesław Miłosz,,
7937,Ivan V. Lalic,,
7938,Vasko Popa,,
7939,A.J. Waines,,
7940,Elise Kova,,
7941,Kiran Millwood Hargrave,,
7942,Jose Saramago,,
7943,Catherynne M. Valente,,
7944,Louise Gluck,,
7945,Robin Robertson,,
7946,Lucie Brock-Broido,,
7947,Fumiko Enchi,,
7948,Ryunosuke Akutagawa,,
7949,Kafu Nagai,,
7950,Kyoka Izumi,,
7951,Wilde,,
7952,Junichiro Tanizaki,,
7953,Richard Harland,,
7954,Joan Aiken,,
7955,Sonia Taitz,,
7956,Mary Gordon,,
7957,Paul Davies,,
7958,Stephen Hawking,,
7959,Keith  Houghton,,
7960,Ben Bova,,
7961,Inglath Cooper,,
7962,Nancy Naigle,,
7963,C.N. Crawford,,
7964,Annette Marie,,
7965,Susan Ee,,
7966,Martha Carr,,
7967,Katherine Ramsland,,
7968,Gertrudis Gómez de Avellaneda,,
7969,Sir Walter Scott,,
7970,Alfredo Bryce Echenique,,
7971,César Vallejo,,
7972,José María Arguedas,,
7973,Henry de Montherlant,,
7974,Edward Hallett Carr,,
7975,Karl Mannheim,,
7976,Zhuangzi,,
7977,Laozi,,
7978,Christopher Lasch,,
7979,Philip Rieff,,
7980,Barbara Hinske,,
7981,Alexander McCall Smith,,
7982,Celina Grace,,
7983,Erin Kelly,,
7984,Lesley Glaister,,
7985,Barbara Vine,,
7986,Samuel Park,,
7987,Meg Welch Dendler,,
7988,J.J. Murray,,
7989,Adapted From The King James Bible,4.19,fantasy
7990,Olivia Judson,,
7991,Paul Levine,,
7992,David Estes,,
7993,Mutima Jackson-Anderson,,
7994,Ceet,,
7995,Luis Carlos Montalván,,
7996,Jacquie Gordon,,
7997,Jo Piazza,,
7998,John Burroughs,,
7999,Averroes,,
8000,Avempace,,
8001,Avicenna,,
8002,Kate  Richards,,
8003,James Agee,,
8004,Summer Land,,
8005,C. Wright Mills,,
8006,Christian Bobin,,
8008,Alexis de Tocqueville,,
8009,Sibella Giorello,,
8010,François Truffaut,,
8011,Sacha Guitry,,
8012,Friedrich Wilhelm Murnau,,
8013,Jean Vigo,,
8014,Andrei Tarkovsky,,
8015,Tonino Guerra,,
8016,Carl Theodor Dreyer,,
8017,Alain Resnais,,
8018,Arseny Tarkovsky,,
8019,Cézanne,3.73,fantasy
8020,Gülten Dayıoğlu,,
8021,Cahit Sıtkı Tarancı,,
8022,Emeric Pressburger,,
8023,Michael Powell,,
8024,Bernardo Bertolucci,,
8025,John Cassavetes,,
8026,Jes Battis,,
8027,Diane Duane,,
8028,Jacques Rancière,,
8029,Jean-François Lyotard,,
8030,Joseph Jacotot,,
8031,Lila DiPasqua,,
8032,The Brothers Grimm Jacob Grimm Wilhelm Grimm,4.1,fantasy
8033,Charles Perrault,4.08,
8034,Heather Snow,,
8035,Christina Brooke,,
8036,Miranda Davis,,
8037,Stephen A. Mitchell,,
8038,D.W. Winnicott,,
8039,Melanie Klein,,
8040,Harry Stack Sullivan,,
8041,Malcolm Pryce,,
8042,Heather McCorkle,,
8043,Norah Wilson,,
8045,Ruth Wind,,
8046,Kimberley Reeves,,
8048,Humayun Ahmed,,
8049,Morrissey,,
8050,Richard Allen,,
8051,James R. Tuck,,
8052,Tom Piccirilli,,
8053,Lilith Saintcrow,,
8054,Shannon Winslow,,
8055,Brian  Francis,,
8056,Sallie Bissell,,
8057,Gail Godwin,,
8058,William Gay,,
8059,William O. Steele,,
8060,John Crowley,,
8061,Martin Olson,,
8062,John Vorhaus,,
8063,The Firesign Theatre,,
8064,G.D.H. Cole,,
8065,Swami Vivekananda,,
8066,Sri Rama Krishna Paramahamsa,,
8067,Ajahn Chah,,
8068,Buddha,,
8069,Johnny B. Truant,,
8070,James Kelman,,
8071,Philip Hobsbaum,,
